url,nom,secteur_activite,adresse,code_postal,ville,pays,telephone,site_web
https://www.google.com/maps/place/Belambra+Clubs+%22Les+Portes+de+Dordogne%22/data=!4m10!3m9!1s0x12acdab3c0e3e571:0x74f6f9dd5443d836!5m2!4m1!1i2!8m2!3d44.825125!4d1.6814!16s%2Fg%2F1tgzk8qs!19sChIJceXjwLParBIRNthDVN359nQ?authuser=0&hl=fr&rclk=1,"Belambra Clubs ""Les Portes de Dordogne""",,"
1 Rte de Rocamadour, 46500 Alvignac, France",,,France,"
+33 5 65 10 29 40",https://www.belambra.fr/destinations/occitanie/club-rocamadour-les-portes-de-dordogne-ete?ept-name=partoo-belambra-gmb&ept-publisher=partoo&utm_campaign=partoo-belambra-gmb&utm_medium=partner&utm_source=partoo
https://www.google.com/maps/place/Camping+%22l%27Ile+d%27avant%22/data=!4m7!3m6!1s0x47fc6fb161b1b447:0xdfe4d125e8e5f296!8m2!3d46.6318143!4d1.0942917!16s%2Fg%2F11_ptlqhn!19sChIJR7SxYbFv_EcRlvLl6CXR5N8?authuser=0&hl=fr&rclk=1,"Camping ""l'Ile d'avant""",Terrain de camping,"
60 Av. Pierre Mendès-France, 36300 Le Blanc, France",,,France,"
+33 2 54 37 88 22",
https://www.google.com/maps/place/Village+de+G%C3%AEtes+%22Stereden%22/data=!4m10!3m9!1s0x48122d1fc1c54ccf:0x32f8cec50120f91!5m2!4m1!1i2!8m2!3d48.7882593!4d-3.5192548!16s%2Fg%2F1tk22b9x!19sChIJz0zFwR8tEkgRkQ8SUOyMLwM?authuser=0&hl=fr&rclk=1,"Village de Gîtes ""Stereden""",,"
Chemin des Antennes, 22560 Pleumeur-Bodou, France",,,France,"
+33 2 96 91 80 57",https://www.stereden.com/
https://www.google.com/maps/place/Belambra+Clubs+%22Le+Castel+Saint+Anne%22/data=!4m10!3m9!1s0x4812329cbe504f87:0x6fcca490b600a2db!5m2!4m1!1i2!8m2!3d48.8306892!4d-3.5151221!16s%2Fg%2F1v3lpbtk!19sChIJh09QvpwyEkgR26IAtpCkzG8?authuser=0&hl=fr&rclk=1,"Belambra Clubs ""Le Castel Saint Anne""",,"
Rue des Calculots, 22730 Trégastel, France",,,France,"
+33 2 96 15 37 00",https://www.belambra.fr/destinations/bretagne/club-tregastel-le-castel-sainte-anne-ete?ept-name=partoo-belambra-gmb&ept-publisher=partoo&utm_campaign=partoo-belambra-gmb&utm_medium=partner&utm_source=partoo
https://www.google.com/maps/place/Chambres+d%27h%C3%B4tes+%22Les+Sentiers+de+La+Br%C3%AAme%22-+UCHON-/data=!4m10!3m9!1s0x47f23334c0f0ee5d:0xd5b1a7415b1ffe53!5m2!4m1!1i2!8m2!3d46.8081658!4d4.2411224!16s%2Fg%2F11qynz4283!19sChIJXe7wwDQz8kcRU_4fW0GnsdU?authuser=0&hl=fr&rclk=1,"Chambres d'hôtes ""Les Sentiers de La Brême""- UCHON-",,"
La Brême, 71190 Uchon, France",,,France,"
+33 6 70 97 22 82",https://www.lessentiersdelabreme-uchon.fr/
https://www.google.com/maps/place/D%26O+-+Guesthouse+%22La+Pin%C3%A8de%22/data=!4m10!3m9!1s0x12ad4b9a2fea3b5d:0xc6608cdd7c93ac3b!5m2!4m1!1i2!8m2!3d44.9423315!4d2.2141577!16s%2Fg%2F11gvy1xpmf!19sChIJXTvqL5pLrRIRO6yTfN2MYMY?authuser=0&hl=fr&rclk=1,"D&O - Guesthouse ""La Pinède""",,"
15150 Imp. du Lac, 15150 Saint-Gérons, France",,,France,"
+33 6 14 87 58 87",https://www.do-guesthouse.com/
https://www.google.com/maps/place/Camping+de+kerlaudy+%22La+Pause+Atypi%27k%22/data=!4m10!3m9!1s0x48115f66b8feda2d:0xa76fb7013965c6ea!5m2!4m1!1i2!8m2!3d48.6456316!4d-3.9571048!16s%2Fg%2F1thtn_d3!19sChIJLdr-uGZfEUgR6sZlOQG3b6c?authuser=0&hl=fr&rclk=1,"Camping de kerlaudy ""La Pause Atypi'k""",,"
181 Pont de la Corde, 29420 Plouénan, France",,,France,"
+33 2 98 15 89 35",https://www.campingkerlaudy.com/
https://www.google.com/maps/place/Belambra+Clubs+%22Omaha+Beach%22/data=!4m10!3m9!1s0x480ba829191e75d9:0xa0dd5499da5c5800!5m2!4m1!1i2!8m2!3d49.358916!4d-0.840944!16s%2Fg%2F1tf5k0dv!19sChIJ2XUeGSmoC0gRAFhc2plU3aA?authuser=0&hl=fr&rclk=1,"Belambra Clubs ""Omaha Beach""",,"
Cavey, 14710 Colleville-sur-Mer, France",,,France,"
+33 2 31 22 41 81",https://www.belambra.fr/destinations/normandie/club-colleville-sur-mer-omaha-beach-ete?ept-name=partoo-belambra-gmb&ept-publisher=partoo&utm_campaign=partoo-belambra-gmb&utm_medium=partner&utm_source=partoo
https://www.google.com/maps/place/Bed+and+breakfast+%22Villa+Rosalin%22/data=!4m10!3m9!1s0x4792e722a208eb39:0x1f38cc5aca08cb7!5m2!4m1!1i2!8m2!3d47.7891559!4d5.9958027!16s%2Fg%2F11vyx9_6fy!19sChIJOesIoiLnkkcRt4ygrMWM8wE?authuser=0&hl=fr&rclk=1,"Bed and breakfast ""Villa Rosalin""",,"
Rue des Canes 3, 70160 Fouchécourt, France",,,France,"
+41 78 757 47 09",http://www.villarosalin-france.ch/
https://www.google.com/maps/place/Chambre+d%27h%C3%B4tes+%22De+paille+et+d%27argile%22/data=!4m10!3m9!1s0x47ea1759df9f5997:0x488b31e00e69dd9!5m2!4m1!1i2!8m2!3d49.6706869!4d4.6178335!16s%2Fg%2F11csbnyt6f!19sChIJl1mf31kX6kcR2Z3mAB6ziAQ?authuser=0&hl=fr&rclk=1,"Chambre d'hôtes ""De paille et d'argile""",,"
10 rue haute, 08430 Touligny, France",,,France,"
+33 6 84 03 61 59",http://www.aurythmedarduinna.fr/
